,currentActualUPB,currentLoanDelinquencyStatus,modificationFlag,currentInterestRate,currentDeferredUPB,netSalesProceeds,nonMiRecoveries,expenses,legalCosts,actualLossCalculation,stepModificationFlag,deferredPaymentModification,creditScore,firstTimeHomeBuyerFlag,metropolitanDivisionOrMSA,mortgageInsurancePercentage,numberOfUnits,occupancyStatus,originalCombinedLoanToValue,originalDebtToIncomeRatio,originalUPB,originalLoanToValue,originalInterestRate,channel,prepaymentPenaltyMortgageFlag,productType,propertyState,propertyType,postalCode,loanPurpose,defaulted
0,200000.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
1,200000.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
2,200000.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
3,199000.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
4,199000.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
5,199000.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
6,199000.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
7,198375.15,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
8,198137.69,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
9,197933.81,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
10,197728.88,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
11,197522.9,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
12,197315.87,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
13,197107.78,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
14,196898.63,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
15,196688.41,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
16,0.0,0,0,6.125,0.0,117,0.0,0.0,0.0,0.0,1,0,767,1,119,0,1,1,76.0,31,200000,76,6.125,2,0,0,23,4,331,1,0
17,70000.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
18,70000.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
19,70000.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
20,70000.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
21,70000.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
22,70000.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
23,70000.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
24,69504.79,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
25,69432.62,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
26,69360.09,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
27,69287.2,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
28,69213.95,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
29,69140.33,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
30,69066.34,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
31,68991.98,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
32,68917.25,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
33,68842.15,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
34,68766.67,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
35,68690.81,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
36,68614.57,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
37,68614.57,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
38,68460.95,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
39,68383.56,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
40,68305.79,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
41,68227.63,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
42,68149.08,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
43,68070.14,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
44,67990.8,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
45,67911.06,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
46,67830.93,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
47,67750.39,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
48,67669.45,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
49,67588.11,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
50,67506.36,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
51,67424.2,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
52,67341.63,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
53,67258.65,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
54,67175.25,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
55,67091.44,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
56,67007.21,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
57,66922.56,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
58,66837.48,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
59,66751.98,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
60,66666.05,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
61,66579.69,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
62,66492.9,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
63,66405.67,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
64,66318.01,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
65,66229.91,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
66,66141.37,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
67,66052.39,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
68,65962.96,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
69,65873.08,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
70,65782.76,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
71,65691.98,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
72,65600.75,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
73,65509.06,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
74,65416.92,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
75,65324.31,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
76,65231.24,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
77,65137.71,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
78,65043.71,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
79,64949.24,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
80,64854.3,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
81,64758.88,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
82,64662.98,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
83,64566.6,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
84,64469.74,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
85,64372.4,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
86,64274.57,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
87,64176.25,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
88,64077.44,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
89,63978.14,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
90,63878.34,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
91,63778.04,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
92,63677.24,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
93,63575.94,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
94,63474.13,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
95,63371.81,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
96,63268.98,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
97,63165.63,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
98,63061.77,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
99,62957.39,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
100,62852.49,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
101,62747.06,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
102,62641.11,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
103,62534.63,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
104,62427.61,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
105,62320.06,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
106,62211.97,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
107,62103.34,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
108,61994.17,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
109,61884.45,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
110,61774.18,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
111,61663.36,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
112,61551.99,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
113,61440.06,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
114,61327.57,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
115,61214.52,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
116,61100.9,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
117,60986.71,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
118,60871.95,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
119,60756.62,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
120,60640.71,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
121,60524.22,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
122,60407.15,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
123,60289.5,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
124,60171.26,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
125,60052.43,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
126,59933.0,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
127,59812.98,0,0,6.0,0.0,117,0.0,0.0,0.0,0.0,1,0,802,2,66,0,1,1,59.0,21,70000,59,6.0,2,0,0,36,4,289,2,0
